대학명,지역구분,계열구분,학과명,논술점수,100점만점환산,시험구분,대학평균환산점수,합격점수라인의미,메디컬여부,인기학과태그,대학시험별평균점수,최저여부,합격자평균점,70%Cut,최저점_커트라인,수능수학_합격자_중앙값,수능수학_합격자_평균,수능수학_합격자_최빈값,수능수학_합격자_표본수,수능수학_불합격자_중앙값,수능수학_불합격자_평균,수능수학_불합격자_최빈값,수능수학_불합격자_표본수
부산대,지방,자연과학계열,통계학과,46.93,46.93,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,공학계열,산업공학과,46.75,46.75,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,43.66,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,공학계열,반도체공학전공,46.1,46.1,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,반도체,43.66,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,IT/컴퓨터계열,인공지능전공,45.2,45.2,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,AI·컴퓨터,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,공학계열,재료공학부,44.45,44.45,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,43.66,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,공학계열,전기공학전공,43.75,43.75,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,43.66,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,인문사회/기타계열,고분자공학과,42.42,42.42,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,43.66,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,자연과학계열,수학과,42.1,42.1,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,공학계열,첨단모빌리티자율전공,42.0,42.0,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,자유전공,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,자연과학계열,화학과,41.06,41.06,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,건축/토목계열,스마트시티전공,36.0,36.0,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,자유전공학부,자유전공학부(자연),34.53,34.53,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,자유전공,43.66,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,자연과학계열,응용생명융합학부,32.33,32.33,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,자유전공,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,공학계열,첨단소재자율전공,31.0,31.0,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,자유전공,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,공학계열,조선해양공학과,30.4,30.4,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,43.66,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,건축/토목계열,사회기반시스템공학과,30.38,30.38,시험 2,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,43.66,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,자유전공학부,첨단융합학부,29.32,29.32,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,자유전공,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,자연과학계열,대기환경과학과,27.33,27.33,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,IT/컴퓨터계열,첨단IT자율전공,26.29,26.29,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,자유전공,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,자연과학계열,지구과학교육과,25.0,25.0,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
부산대,지방,자연과학계열,지질환경과학과,16.36,16.36,시험 1,39.11,지거국 서술형 - 넓은 출제범위 및 부분점수 극대화 라인 (수리논술 중심),N,일반학과,35.54,Y,,,,88.0,89.3,88.0,13.0,74.0,74.0,88.0,91.0
삼육대,인서울,인문사회/기타계열,경영학과,12.94,86.27,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,74.67,71.33,66.67,,,,,,,,
삼육대,인서울,인문사회/기타계열,상담심리학과,12.44,82.93,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,인문사회/기타계열,영어영문학과,12.33,82.2,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,인문사회/기타계열,사회복지학과,11.99,79.93,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,인문사회/기타계열,글로벌한국학과,11.96,79.73,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,인문사회/기타계열,유아교육과,11.71,78.07,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,의약보건계열,간호학과,11.66,77.73,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,간호,72.0,Y,84,81.33,76.67,,,,,,,,
삼육대,인서울,인문사회/기타계열,항공관광외국어학부,11.43,76.2,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,의약보건계열,물리치료학과,11.16,74.4,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,80.67,78.67,73.33,,,,,,,,
삼육대,인서울,IT/컴퓨터계열,인공지능융합학부,9.67,64.47,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,AI·컴퓨터,72.0,Y,,,,,,,,,,,
삼육대,인서울,의약보건계열,보건관리학과,9.42,62.8,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,건축/토목계열,건축학과(5년제),9.31,62.07,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,인문사회/기타계열,식품영양학과,9.3,62.0,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,IT/컴퓨터계열,컴퓨터공학부,9.29,61.93,시험 2,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,AI·컴퓨터,60.89,Y,,,,,,,,,,,
삼육대,인서울,자연과학계열,화학생명과학과,9.26,61.73,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,공학계열,바이오융합공학과,9.23,61.53,시험 2,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,60.89,Y,,,,,,,,,,,
삼육대,인서울,인문사회/기타계열,환경디자인원예학과,9.23,61.53,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,자연과학계열,동물자원과학과,8.98,59.87,시험 1,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,일반학과,72.0,Y,,,,,,,,,,,
삼육대,인서울,IT/컴퓨터계열,데이터클라우드공학과,8.88,59.2,시험 2,70.24,약술형(교과형) - EBS 연계 단답형 및 계산 중심 실수방지 라인,N,AI·컴퓨터,60.89,Y,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,교육학과,98.9,98.9,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,경영학부,96.04,96.04,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,83.8,80.5,77,,,,,,,,
상명대,인서울,인문사회/기타계열,공간환경학부,94.63,94.63,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,경제금융학부,94.53,94.53,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,자유전공학부,자유전공(인문계열),94.1,94.1,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,자유전공,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,국어교육과,93.9,93.9,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,85.4,82,78.5,,,,,,,,
상명대,인서울,인문사회/기타계열,행정학부,93.63,93.63,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,문헌정보학전공,93.1,93.1,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,글로벌경영학과,92.3,92.3,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,지적재산권전공,92.1,92.1,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,가족복지학과,91.6,91.6,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,역사콘텐츠전공,90.13,90.13,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,영어교육과,89.93,89.93,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,한일문화콘텐츠전공,88.17,88.17,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,IT/컴퓨터계열,게임전공,79.27,79.27,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,자유전공학부,자유전공(이공계열),78.52,78.52,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,자유전공,84.68,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,식품영양학전공,77.3,77.3,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,IT/컴퓨터계열,휴먼AI공학전공,76.02,76.02,시험 2,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,64.18,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,애니메이션전공,72.03,72.03,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,자연과학계열,수학교육과,70.2,70.2,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,공학계열,전기공학전공,63.53,63.53,시험 2,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,64.18,N,,,,,,,,,,,
상명대,인서울,IT/컴퓨터계열,핀테크전공·빅데이터융합전공·스마트생산전공,62.6,62.6,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,84.68,N,,,,,,,,,,,
상명대,인서울,공학계열,화학에너지공학전공,61.83,61.83,시험 2,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,64.18,N,,,,,,,,,,,
상명대,인서울,공학계열,화공신소재전공,60.5,60.5,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,자연과학계열,생명공학전공,60.07,60.07,시험 2,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,64.18,N,,,,,,,,,,,
상명대,인서울,인문사회/기타계열,의류학과,59.53,59.53,시험 1,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,84.68,N,,,,,,,,,,,
상명대,인서울,IT/컴퓨터계열,컴퓨터과학전공,59.43,59.43,시험 2,80.88,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,64.18,N,81.5,77.5,73,,,,,,,,
서경대,인서울,자유전공학부,미래융합학부2,788.0,78.8,시험 1,77.97,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,자유전공,77.9,N,,,,,,,,,,,
서경대,인서울,자유전공학부,자유전공학부,781.0,78.1,시험 2,77.97,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,자유전공,78.1,N,,,,,,,,,,,
서경대,인서울,자유전공학부,미래융합학부1,770.0,77.0,시험 1,77.97,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,자유전공,77.9,N,,,,,,,,,,,
서울시립대,인서울,건축/토목계열,토목공학과,583.0,72.88,시험 2,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,65.72,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,공학계열,신소재공학과,580.0,72.5,시험 2,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,65.72,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,IT/컴퓨터계열,컴퓨터과학부,575.0,71.88,시험 2,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,AI·컴퓨터,65.72,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,공학계열,기계정보공학과,571.67,71.46,시험 2,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,65.72,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,IT/컴퓨터계열,전자전기컴퓨터공학부,542.5,67.81,시험 2,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,AI·컴퓨터,65.72,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,건축/토목계열,교통공학과,495.0,61.88,시험 2,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,65.72,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,자연과학계열,물리학과,487.5,60.94,시험 1,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,55.96,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,인문사회/기타계열,환경공학부,486.5,60.81,시험 2,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,65.72,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,건축/토목계열,건축공학전공,449.0,56.13,시험 2,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,65.72,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,건축/토목계열,공간정보공학과,448.75,56.09,시험 2,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,65.72,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,자연과학계열,수학과,444.29,55.54,시험 1,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,55.96,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
서울시립대,인서울,자연과학계열,생명과학과,411.25,51.41,시험 1,63.28,전통 서술형(최저없음) - 실질경쟁률 100% 반영 고난도 수학 증명 라인,N,일반학과,55.96,N,,,,91.0,90.8,97.0,29.0,84.0,81.1,88.0,428.0
성신여대,인서울,의약보건계열,간호학과(자연),83.7,83.7,시험 1,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,간호,80.45,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,IT/컴퓨터계열,수리통계데이터사이언스학부(수학/핀테크),82.4,82.4,시험 1,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,80.45,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,IT/컴퓨터계열,수리통계데이터사이언스학부(통계학/빅데이터사이언스),82.28,82.28,시험 1,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,80.45,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,공학계열,화학에너지융합학부,81.92,81.92,시험 1,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,자유전공,80.45,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,자연과학계열,바이오신약의과학부,81.8,81.8,시험 1,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,80.45,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,IT/컴퓨터계열,AI융합학부,79.7,79.7,시험 1,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,80.45,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,인문사회/기타계열,바이오식품공학과,79.43,79.43,시험 2,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,78.07,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,IT/컴퓨터계열,융합보안공학과,78.97,78.97,시험 2,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,78.07,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,공학계열,서비스디자인공학과,78.49,78.49,시험 2,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,78.07,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,공학계열,청정신소재공학과,76.79,76.79,시험 2,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,78.07,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,IT/컴퓨터계열,컴퓨터공학과,76.65,76.65,시험 2,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,78.07,Y,,,,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
성신여대,인서울,자유전공학부,바이오헬스융합학부,71.38,71.38,시험 1,79.46,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,자유전공,80.45,Y,79.5,75,70,81.0,82.1,81.0,41.0,72.0,70.7,81.0,379.0
세종대,인서울,공학계열,반도체시스템공학과,451.43,64.49,시험 2,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,반도체,47.58,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,IT/컴퓨터계열,인공지능데이터사이언스학과,429.3,61.33,시험 1,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,49.93,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,IT/컴퓨터계열,AI로봇학과,427.87,61.12,시험 1,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,49.93,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,IT/컴퓨터계열,AI융합전자공학과,420.56,60.08,시험 2,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,47.58,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,IT/컴퓨터계열,컴퓨터공학과,404.38,57.77,시험 2,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,47.58,Y,79.5,75.5,71,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,인문사회/기타계열,지능정보융합학과,401.96,57.42,시험 1,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,49.93,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,인문사회/기타계열,양자지능정보학과,393.33,56.19,시험 1,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,49.93,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,IT/컴퓨터계열,정보보호학과,366.67,52.38,시험 1,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,49.93,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,자연과학계열,물리천문학과,355.0,50.71,시험 1,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,49.93,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,IT/컴퓨터계열,콘텐츠소프트웨어학과,349.46,49.92,시험 2,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,AI·컴퓨터,47.58,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,공학계열,기계공학과,342.19,48.88,시험 2,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,47.58,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,공학계열,에너지자원공학과,325.42,46.49,시험 2,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,47.58,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,자연과학계열,수학통계학과,323.33,46.19,시험 1,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,49.93,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,자연과학계열,생명시스템학부,314.82,44.97,시험 1,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,49.93,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,자연과학계열,화학과,312.5,44.64,시험 1,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,49.93,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
세종대,인서울,자연과학계열,스마트생명산업융합학과,308.33,44.05,시험 1,48.75,전통 서술형(최저있음) - 최저 통과 시 경쟁률 급감 및 기본 서술 합격 라인,N,일반학과,49.93,Y,,,,88.0,88.7,88.0,109.0,79.0,76.8,81.0,1508.0
